iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_100k
OWID_WRL,World,2020-05-04,3469241,78509,247155,3686,445.071,10.072,31.708,0.473,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-05,3546407,77166,251154,3999,454.971,9.9,32.221,0.513,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-06,3625591,79184,257103,5949,465.13,10.159,32.984,0.763,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-07,3715415,89824,263489,6386,476.653,11.524,33.803,0.819,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-08,3809600,94185,269235,5746,488.736,12.083,34.54,0.737,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-09,3899742,90142,274501,5266,500.301,11.564,35.216,0.676,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-10,3989897,90155,278941,4440,511.867,11.566,35.786,0.57,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-11,4066886,76989,282351,3410,521.744,9.877,36.223,0.437,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-12,4137916,71030,285921,3570,530.856,9.112,36.681,0.458,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-13,4223703,85787,291697,5776,541.862,11.006,37.422,0.741,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-14,4309653,85950,296884,5187,552.888,11.027,38.087,0.665,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-15,4406318,96665,302254,5370,565.29,12.401,38.776,0.689,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-16,4504351,98033,307425,5171,577.866,12.577,39.44,0.663,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-17,4598547,94196,311693,4268,589.951,12.084,39.987,0.548,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-18,4679764,81217,314666,2973,600.37,10.419,40.369,0.381,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-19,4766900,87136,317928,3262,611.549,11.179,40.787,0.418,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-20,4861975,95075,323156,5228,623.746,12.197,41.458,0.671,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-21,4961338,99363,327957,4801,636.493,12.747,42.074,0.616,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-22,5069262,107924,333399,5442,650.339,13.846,42.772,0.698,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-23,5175836,106574,338089,4690,664.012,13.672,43.374,0.602,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-24,5276942,101106,342078,3989,676.982,12.971,43.885,0.512,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-25,5371158,94216,342894,816,689.069,12.087,43.99,0.105,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-26,5460254,89096,346277,3383,700.5,11.43,44.424,0.434,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-27,5556130,95876,350213,3936,712.8,12.3,44.929,0.505,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-28,5657752,101622,355356,5143,725.837,13.037,45.589,0.66,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-29,5776934,119182,360089,4733,741.127,15.29,46.196,0.607,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
